T,K,kappa,theta,sigma,price,error,valid_paths
0.3,0.8,0.14,-0.45,0.17,0.204791,0.00217371,10000
0.3,0.8,0.14,-0.45,0.18,0.208734,0.00217988,10000
0.3,0.8,0.14,-0.45,0.19,0.205651,0.00227919,10000
0.3,0.8,0.14,-0.45,0.2,0.20674,0.00230732,10000
0.3,0.8,0.15,-0.34,0.1,0.200423,0.00161995,10000
0.3,0.8,0.15,-0.34,0.12,0.201174,0.00168983,10000
0.3,0.8,0.15,-0.34,0.13,0.201408,0.00174819,10000
0.3,0.8,0.15,-0.34,0.14,0.202944,0.0018262,10000
0.3,0.8,0.15,-0.34,0.15,0.202279,0.00187103,10000
0.3,0.8,0.15,-0.34,0.16,0.20263,0.00193546,10000
0.3,0.8,0.15,-0.34,0.17,0.202756,0.00200525,10000
0.3,0.8,0.15,-0.34,0.18,0.204569,0.0020484,10000
0.3,0.8,0.15,-0.34,0.19,0.205708,0.00214697,10000
0.3,0.8,0.15,-0.34,0.2,0.206284,0.00221142,10000
0.3,0.8,0.15,-0.3,0.1,0.200883,0.00149832,10000
0.3,0.8,0.15,-0.3,0.12,0.202556,0.00160391,10000
0.3,0.8,0.15,-0.3,0.13,0.201423,0.00167689,10000
0.3,0.8,0.15,-0.3,0.14,0.202785,0.00175262,10000
0.3,0.8,0.15,-0.3,0.15,0.201071,0.001795,10000
0.3,0.8,0.15,-0.3,0.16,0.202476,0.00186726,10000
0.3,0.8,0.15,-0.3,0.17,0.204567,0.00194714,10000
0.3,0.8,0.15,-0.3,0.18,0.202543,0.00203517,10000
0.3,0.8,0.15,-0.3,0.19,0.203512,0.00207299,10000
0.3,0.8,0.15,-0.3,0.2,0.203493,0.00216518,10000
0.3,0.8,0.15,-0.27,0.1,0.201393,0.00143368,10000
0.3,0.8,0.15,-0.27,0.12,0.201027,0.00155671,10000
0.3,0.8,0.15,-0.27,0.13,0.201315,0.0016258,10000
0.3,0.8,0.15,-0.27,0.14,0.202114,0.00168352,10000
0.3,0.8,0.15,-0.27,0.15,0.202566,0.00176834,10000
0.3,0.8,0.15,-0.27,0.16,0.20345,0.00183491,10000
0.3,0.8,0.15,-0.27,0.17,0.20059,0.00194705,10000
0.3,0.8,0.15,-0.27,0.18,0.203707,0.00198965,10000
0.3,0.8,0.15,-0.27,0.19,0.204598,0.00202857,10000
0.3,0.8,0.15,-0.27,0.2,0.204788,0.00218184,10000
0.3,0.8,0.15,-0.24,0.1,0.200243,0.00138696,10000
0.3,0.8,0.15,-0.24,0.12,0.199794,0.00149608,10000
0.3,0.8,0.15,-0.24,0.13,0.201778,0.00156083,10000
0.3,0.8,0.15,-0.24,0.14,0.201078,0.00166673,10000
0.3,0.8,0.15,-0.24,0.15,0.200546,0.00170813,10000
0.3,0.8,0.15,-0.24,0.16,0.20288,0.00178668,10000
0.3,0.8,0.15,-0.24,0.17,0.201677,0.00188207,10000
0.3,0.8,0.15,-0.24,0.18,0.203829,0.00197321,10000
0.3,0.8,0.15,-0.24,0.19,0.205203,0.0020358,10000
0.3,0.8,0.15,-0.24,0.2,0.206175,0.00212753,10000
0.3,0.8,0.15,-0.21,0.1,0.201118,0.00130328,10000
0.3,0.8,0.15,-0.21,0.12,0.201602,0.00146186,10000
0.3,0.8,0.15,-0.21,0.13,0.20105,0.0015371,10000
0.3,0.8,0.15,-0.21,0.14,0.19999,0.00161047,10000
0.3,0.8,0.15,-0.21,0.15,0.201501,0.00168702,10000
0.3,0.8,0.15,-0.21,0.16,0.202105,0.0017582,10000
0.3,0.8,0.15,-0.21,0.17,0.202819,0.00185772,10000
0.3,0.8,0.15,-0.21,0.18,0.202176,0.00193688,10000
0.3,0.8,0.15,-0.21,0.19,0.202419,0.00200398,10000
0.3,0.8,0.15,-0.21,0.2,0.20132,0.00209201,10000
0.3,0.8,0.15,-0.25,0.1,0.200939,0.0013747,10000
0.3,0.8,0.15,-0.25,0.12,0.202404,0.00150723,10000
0.3,0.8,0.15,-0.25,0.13,0.202508,0.00159546,10000
0.3,0.8,0.15,-0.25,0.14,0.201555,0.00166283,10000
0.3,0.8,0.15,-0.25,0.15,0.201777,0.00174028,10000
0.3,0.8,0.15,-0.25,0.16,0.202195,0.00181262,10000
0.3,0.8,0.15,-0.25,0.17,0.201979,0.00188094,10000
0.3,0.8,0.15,-0.25,0.18,0.20226,0.00194299,10000
0.3,0.8,0.15,-0.25,0.19,0.202431,0.00205595,10000
0.3,0.8,0.15,-0.25,0.2,0.205202,0.0021094,10000
0.3,0.8,0.15,-0.26,0.1,0.201078,0.00142017,10000
0.3,0.8,0.15,-0.26,0.12,0.201634,0.00153608,10000
0.3,0.8,0.15,-0.26,0.13,0.201716,0.00163451,10000
0.3,0.8,0.15,-0.26,0.14,0.202214,0.00168778,10000
0.3,0.8,0.15,-0.26,0.15,0.202413,0.00175869,10000
0.3,0.8,0.15,-0.26,0.16,0.205111,0.00183791,10000
0.3,0.8,0.15,-0.26,0.17,0.203964,0.00190286,10000
0.3,0.8,0.15,-0.26,0.18,0.202243,0.00195719,10000
0.3,0.8,0.15,-0.26,0.19,0.203871,0.00205978,10000
0.3,0.8,0.15,-0.26,0.2,0.203923,0.00211412,10000
0.3,0.8,0.15,-0.35,0.1,0.202241,0.00160337,10000
0.3,0.8,0.15,-0.35,0.12,0.202161,0.0017145,10000
0.3,0.8,0.15,-0.35,0.13,0.202128,0.001778,10000
0.3,0.8,0.15,-0.35,0.14,0.203707,0.00182324,10000
0.3,0.8,0.15,-0.35,0.15,0.202633,0.00188386,10000
0.3,0.8,0.15,-0.35,0.16,0.202698,0.00197467,10000
0.3,0.8,0.15,-0.35,0.17,0.203608,0.00202037,10000
0.3,0.8,0.15,-0.35,0.18,0.203268,0.00208338,10000
0.3,0.8,0.15,-0.35,0.19,0.204523,0.00213833,10000
0.3,0.8,0.15,-0.35,0.2,0.203018,0.00222908,10000
0.3,0.8,0.15,-0.4,0.1,0.201705,0.0017398,10000
0.3,0.8,0.15,-0.4,0.12,0.202351,0.00183318,10000
0.3,0.8,0.15,-0.4,0.13,0.204309,0.00186457,10000
0.3,0.8,0.15,-0.4,0.14,0.204053,0.00191837,10000
0.3,0.8,0.15,-0.4,0.15,0.205394,0.00196355,10000
0.3,0.8,0.15,-0.4,0.16,0.204752,0.00204247,10000
0.3,0.8,0.15,-0.4,0.17,0.204919,0.00209661,10000
0.3,0.8,0.15,-0.4,0.18,0.205237,0.0021346,10000
0.3,0.8,0.15,-0.4,0.19,0.205984,0.00222333,10000
0.3,0.8,0.15,-0.4,0.2,0.206347,0.00227808,10000
0.3,0.8,0.15,-0.45,0.1,0.203043,0.00184978,10000
0.3,0.8,0.15,-0.45,0.12,0.202609,0.00193807,10000
0.3,0.8,0.15,-0.45,0.13,0.20229,0.00196586,10000
0.3,0.8,0.15,-0.45,0.14,0.204322,0.00204037,10000
0.3,0.8,0.15,-0.45,0.15,0.204981,0.00205252,10000
0.3,0.8,0.15,-0.45,0.16,0.205602,0.0021292,10000
0.3,0.8,0.15,-0.45,0.17,0.206443,0.00215393,10000
0.3,0.8,0.15,-0.45,0.18,0.205454,0.00224247,10000
0.3,0.8,0.15,-0.45,0.19,0.208132,0.00226569,10000
0.3,0.8,0.15,-0.45,0.2,0.20641,0.00235221,10000
0.3,0.8,0.16,-0.34,0.1,0.202145,0.00160049,10000
0.3,0.8,0.16,-0.34,0.12,0.201587,0.00173794,10000
0.3,0.8,0.16,-0.34,0.13,0.201959,0.00176987,10000
0.3,0.8,0.16,-0.34,0.14,0.202533,0.00180933,10000
0.3,0.8,0.16,-0.34,0.15,0.20351,0.00188456,10000
0.3,0.8,0.16,-0.34,0.16,0.203065,0.00195015,10000
0.3,0.8,0.16,-0.34,0.17,0.203983,0.00202119,10000
0.3,0.8,0.16,-0.34,0.18,0.204286,0.00206911,10000
0.3,0.8,0.16,-0.34,0.19,0.203431,0.00215674,10000
0.3,0.8,0.16,-0.34,0.2,0.203551,0.00221146,10000
0.3,0.8,0.16,-0.3,0.1,0.201232,0.00150949,10000
0.3,0.8,0.16,-0.3,0.12,0.201285,0.00161596,10000
0.3,0.8,0.16,-0.3,0.13,0.201861,0.00171379,10000
0.3,0.8,0.16,-0.3,0.14,0.201363,0.00175398,10000
0.3,0.8,0.16,-0.3,0.15,0.202754,0.00181429,10000
0.3,0.8,0.16,-0.3,0.16,0.202457,0.00187105,10000
0.3,0.8,0.16,-0.3,0.17,0.202226,0.0019537,10000
0.3,0.8,0.16,-0.3,0.18,0.203878,0.0020255,10000
0.3,0.8,0.16,-0.3,0.19,0.20466,0.00207576,10000
0.3,0.8,0.16,-0.3,0.2,0.203767,0.00215267,10000
0.3,0.8,0.16,-0.27,0.1,0.200645,0.00143574,10000
0.3,0.8,0.16,-0.27,0.12,0.201659,0.00156417,10000
0.3,0.8,0.16,-0.27,0.13,0.201819,0.00164924,10000
0.3,0.8,0.16,-0.27,0.14,0.201736,0.0017041,10000
0.3,0.8,0.16,-0.27,0.15,0.202734,0.00179019,10000
0.3,0.8,0.16,-0.27,0.16,0.202777,0.0018383,10000
0.3,0.8,0.16,-0.27,0.17,0.202331,0.00192511,10000
0.3,0.8,0.16,-0.27,0.18,0.203906,0.00199927,10000
0.3,0.8,0.16,-0.27,0.19,0.203095,0.00204982,10000
0.3,0.8,0.16,-0.27,0.2,0.205435,0.00215998,10000
0.3,0.8,0.16,-0.24,0.1,0.200424,0.0013843,10000
0.3,0.8,0.16,-0.24,0.12,0.200797,0.00151767,10000
0.3,0.8,0.16,-0.24,0.13,0.200773,0.00158485,10000
0.3,0.8,0.16,-0.24,0.14,0.201921,0.00165963,10000
0.3,0.8,0.16,-0.24,0.15,0.201255,0.00172496,10000
0.3,0.8,0.16,-0.24,0.16,0.202167,0.00180064,10000
0.3,0.8,0.16,-0.24,0.17,0.201119,0.00188724,10000
0.3,0.8,0.16,-0.24,0.18,0.201616,0.00194602,10000
0.3,0.8,0.16,-0.24,0.19,0.20276,0.00201864,10000
0.3,0.8,0.16,-0.24,0.2,0.203793,0.00212113,10000
0.3,0.8,0.16,-0.21,0.1,0.200203,0.00131646,10000
0.3,0.8,0.16,-0.21,0.12,0.200585,0.00146051,10000
0.3,0.8,0.16,-0.21,0.13,0.201189,0.00152329,10000
0.3,0.8,0.16,-0.21,0.14,0.201683,0.00160921,10000
0.3,0.8,0.16,-0.21,0.15,0.203618,0.00169373,10000
0.3,0.8,0.16,-0.21,0.16,0.202521,0.00176204,10000
0.3,0.8,0.16,-0.21,0.17,0.201268,0.00186555,10000
0.3,0.8,0.16,-0.21,0.18,0.203543,0.00192991,10000
0.3,0.8,0.16,-0.21,0.19,0.201842,0.00200432,10000
0.3,0.8,0.16,-0.21,0.2,0.203425,0.00208838,10000
0.3,0.8,0.16,-0.25,0.1,0.201076,0.00138439,10000
0.3,0.8,0.16,-0.25,0.12,0.199594,0.0015535,10000
0.3,0.8,0.16,-0.25,0.13,0.202096,0.0016266,10000
0.3,0.8,0.16,-0.25,0.14,0.201499,0.00168501,10000
0.3,0.8,0.16,-0.25,0.15,0.201476,0.00175057,10000
0.3,0.8,0.16,-0.25,0.16,0.203236,0.00181948,10000
0.3,0.8,0.16,-0.25,0.17,0.201719,0.00188732,10000
0.3,0.8,0.16,-0.25,0.18,0.20166,0.00198663,10000
0.3,0.8,0.16,-0.25,0.19,0.202255,0.00202625,10000
0.3,0.8,0.16,-0.25,0.2,0.203175,0.00212707,10000
0.3,0.8,0.16,-0.26,0.1,0.201231,0.00141392,10000
0.3,0.8,0.16,-0.26,0.12,0.200779,0.00154585,10000
0.3,0.8,0.16,-0.26,0.13,0.200008,0.00163788,10000
0.3,0.8,0.16,-0.26,0.14,0.201284,0.00168462,10000
0.3,0.8,0.16,-0.26,0.15,0.202839,0.00175229,10000
0.3,0.8,0.16,-0.26,0.16,0.2021,0.0018494,10000
0.3,0.8,0.16,-0.26,0.17,0.203052,0.00193842,10000
0.3,0.8,0.16,-0.26,0.18,0.203384,0.00198391,10000
0.3,0.8,0.16,-0.26,0.19,0.203508,0.00205288,10000
0.3,0.8,0.16,-0.26,0.2,0.203556,0.00211959,10000
0.3,0.8,0.16,-0.35,0.1,0.200746,0.00163916,10000
0.3,0.8,0.16,-0.35,0.12,0.203046,0.00173254,10000
0.3,0.8,0.16,-0.35,0.13,0.203188,0.0017753,10000
0.3,0.8,0.16,-0.35,0.14,0.201234,0.00185865,10000
0.3,0.8,0.16,-0.35,0.15,0.204711,0.00189918,10000
0.3,0.8,0.16,-0.35,0.16,0.203988,0.001955,10000
0.3,0.8,0.16,-0.35,0.17,0.20408,0.00202857,10000
0.3,0.8,0.16,-0.35,0.18,0.206012,0.00208748,10000
0.3,0.8,0.16,-0.35,0.19,0.205202,0.00211428,10000
0.3,0.8,0.16,-0.35,0.2,0.204502,0.00220677,10000
0.3,0.8,0.16,-0.4,0.1,0.202616,0.00175949,10000
0.3,0.8,0.16,-0.4,0.12,0.203812,0.0018178,10000
0.3,0.8,0.16,-0.4,0.13,0.201889,0.00188915,10000
0.3,0.8,0.16,-0.4,0.14,0.203698,0.00193839,10000
0.3,0.8,0.16,-0.4,0.15,0.20463,0.00199951,10000
0.3,0.8,0.16,-0.4,0.16,0.206448,0.00201691,10000
0.3,0.8,0.16,-0.4,0.17,0.20342,0.00211039,10000
0.3,0.8,0.16,-0.4,0.18,0.206566,0.00215946,10000
0.3,0.8,0.16,-0.4,0.19,0.205223,0.00220856,10000
0.3,0.8,0.16,-0.4,0.2,0.20714,0.00226529,10000
0.3,0.8,0.16,-0.45,0.1,0.203949,0.00186927,10000
0.3,0.8,0.16,-0.45,0.12,0.202902,0.00195761,10000
0.3,0.8,0.16,-0.45,0.13,0.204897,0.00198943,10000
0.3,0.8,0.16,-0.45,0.14,0.205332,0.00204876,10000
0.3,0.8,0.16,-0.45,0.15,0.204664,0.00210894,10000
0.3,0.8,0.16,-0.45,0.16,0.205315,0.00213243,10000
0.3,0.8,0.16,-0.45,0.17,0.206327,0.00218468,10000
0.3,0.8,0.16,-0.45,0.18,0.205281,0.00224054,10000
0.3,0.8,0.16,-0.45,0.19,0.20733,0.00229952,10000
0.3,0.8,0.16,-0.45,0.2,0.205689,0.00235844,10000
0.3,0.8,0.17,-0.34,0.1,0.202151,0.00162868,10000
0.3,0.8,0.17,-0.34,0.12,0.201406,0.00173853,10000
0.3,0.8,0.17,-0.34,0.13,0.202646,0.00176143,10000
0.3,0.8,0.17,-0.34,0.14,0.201684,0.00184036,10000
0.3,0.8,0.17,-0.34,0.15,0.203622,0.00190069,10000
0.3,0.8,0.17,-0.34,0.16,0.20276,0.00195244,10000
0.3,0.8,0.17,-0.34,0.17,0.204189,0.00201492,10000
0.3,0.8,0.17,-0.34,0.18,0.205754,0.00208709,10000
0.3,0.8,0.17,-0.34,0.19,0.203781,0.00215385,10000
0.3,0.8,0.17,-0.34,0.2,0.203952,0.00223048,10000
0.3,0.8,0.17,-0.3,0.1,0.2017,0.00153599,10000
0.3,0.8,0.17,-0.3,0.12,0.200717,0.00164763,10000
0.3,0.8,0.17,-0.3,0.13,0.199429,0.00171078,10000
0.3,0.8,0.17,-0.3,0.14,0.200499,0.0017728,10000
0.3,0.8,0.17,-0.3,0.15,0.202009,0.00184942,10000
0.3,0.8,0.17,-0.3,0.16,0.201996,0.00189327,10000
0.3,0.8,0.17,-0.3,0.17,0.203664,0.00194962,10000
0.3,0.8,0.17,-0.3,0.18,0.203395,0.00203163,10000
0.3,0.8,0.17,-0.3,0.19,0.204442,0.00213207,10000
0.3,0.8,0.17,-0.3,0.2,0.203494,0.00214456,10000
0.3,0.8,0.17,-0.27,0.1,0.202154,0.00143607,10000
0.3,0.8,0.17,-0.27,0.12,0.200136,0.00157249,10000
0.3,0.8,0.17,-0.27,0.13,0.20179,0.00166435,10000
0.3,0.8,0.17,-0.27,0.14,0.20208,0.00169645,10000
0.3,0.8,0.17,-0.27,0.15,0.201722,0.00179956,10000
0.3,0.8,0.17,-0.27,0.16,0.202346,0.00183509,10000
0.3,0.8,0.17,-0.27,0.17,0.203037,0.00191458,10000
0.3,0.8,0.17,-0.27,0.18,0.202555,0.0020007,10000
0.3,0.8,0.17,-0.27,0.19,0.203448,0.00205859,10000
0.3,0.8,0.17,-0.27,0.2,0.204423,0.00212733,10000
0.3,0.8,0.17,-0.24,0.1,0.200087,0.00138583,10000
0.3,0.8,0.17,-0.24,0.12,0.202686,0.00151701,10000
0.3,0.8,0.17,-0.24,0.13,0.201028,0.00161708,10000
0.3,0.8,0.17,-0.24,0.14,0.201812,0.00164774,10000
0.3,0.8,0.17,-0.24,0.15,0.201694,0.00171556,10000
0.3,0.8,0.17,-0.24,0.16,0.201898,0.00180623,10000
0.3,0.8,0.17,-0.24,0.17,0.204023,0.00189233,10000
0.3,0.8,0.17,-0.24,0.18,0.204706,0.00193621,10000
0.3,0.8,0.17,-0.24,0.19,0.203248,0.00205141,10000
0.3,0.8,0.17,-0.24,0.2,0.202919,0.0021059,10000
0.3,0.8,0.17,-0.21,0.1,0.200662,0.00131074,10000
0.3,0.8,0.17,-0.21,0.12,0.201034,0.00146502,10000
0.3,0.8,0.17,-0.21,0.13,0.201591,0.0015297,10000
0.3,0.8,0.17,-0.21,0.14,0.20171,0.00163252,10000
0.3,0.8,0.17,-0.21,0.15,0.20207,0.00169761,10000
0.3,0.8,0.17,-0.21,0.16,0.201286,0.00178387,10000
0.3,0.8,0.17,-0.21,0.17,0.202147,0.00187484,10000
0.3,0.8,0.17,-0.21,0.18,0.202948,0.00193566,10000
0.3,0.8,0.17,-0.21,0.19,0.20181,0.0020223,10000
0.3,0.8,0.17,-0.21,0.2,0.200961,0.00210117,10000
0.3,0.8,0.17,-0.25,0.1,0.201098,0.00142399,10000
0.3,0.8,0.17,-0.25,0.12,0.202085,0.00151848,10000
0.3,0.8,0.17,-0.25,0.13,0.199347,0.00160738,10000
0.3,0.8,0.17,-0.25,0.14,0.200069,0.00169549,10000
0.3,0.8,0.17,-0.25,0.15,0.201751,0.00174208,10000
0.3,0.8,0.17,-0.25,0.16,0.204086,0.00179373,10000
0.3,0.8,0.17,-0.25,0.17,0.201896,0.00189207,10000
0.3,0.8,0.17,-0.25,0.18,0.203704,0.00195675,10000
0.3,0.8,0.17,-0.25,0.19,0.201381,0.00202904,10000
0.3,0.8,0.17,-0.25,0.2,0.203399,0.00212936,10000
0.3,0.8,0.17,-0.26,0.1,0.201194,0.00144104,10000
0.3,0.8,0.17,-0.26,0.12,0.201421,0.00156486,10000
0.3,0.8,0.17,-0.26,0.13,0.201803,0.00162813,10000
0.3,0.8,0.17,-0.26,0.14,0.201909,0.00169168,10000
0.3,0.8,0.17,-0.26,0.15,0.202374,0.00175344,10000
0.3,0.8,0.17,-0.26,0.16,0.202911,0.00180342,10000
0.3,0.8,0.17,-0.26,0.17,0.203136,0.00190954,10000
0.3,0.8,0.17,-0.26,0.18,0.203631,0.00194216,10000
0.3,0.8,0.17,-0.26,0.19,0.205745,0.00204128,10000
0.3,0.8,0.17,-0.26,0.2,0.203747,0.0021347,10000
0.3,0.8,0.17,-0.35,0.1,0.202412,0.00164793,10000
0.3,0.8,0.17,-0.35,0.12,0.203775,0.00174777,10000
0.3,0.8,0.17,-0.35,0.13,0.201917,0.00179436,10000
0.3,0.8,0.17,-0.35,0.14,0.203116,0.00188133,10000
0.3,0.8,0.17,-0.35,0.15,0.203395,0.00189979,10000
0.3,0.8,0.17,-0.35,0.16,0.203837,0.00195605,10000
0.3,0.8,0.17,-0.35,0.17,0.203344,0.00203646,10000
0.3,0.8,0.17,-0.35,0.18,0.203019,0.00208834,10000
0.3,0.8,0.17,-0.35,0.19,0.205921,0.00214551,10000
0.3,0.8,0.17,-0.35,0.2,0.206297,0.00220998,10000
0.3,0.8,0.17,-0.4,0.1,0.203693,0.00177715,10000
0.3,0.8,0.17,-0.4,0.12,0.201099,0.00188885,10000
0.3,0.8,0.17,-0.4,0.13,0.203005,0.0019178,10000
0.3,0.8,0.17,-0.4,0.14,0.204183,0.0019647,10000
0.3,0.8,0.17,-0.4,0.15,0.202787,0.00199853,10000
0.3,0.8,0.17,-0.4,0.16,0.204182,0.00205574,10000
0.3,0.8,0.17,-0.4,0.17,0.204812,0.00212034,10000
0.3,0.8,0.17,-0.4,0.18,0.204215,0.00217701,10000
0.3,0.8,0.17,-0.4,0.19,0.20592,0.00219562,10000
0.3,0.8,0.17,-0.4,0.2,0.204061,0.00229309,10000
0.3,0.8,0.17,-0.45,0.1,0.203735,0.00188905,10000
0.3,0.8,0.17,-0.45,0.12,0.203309,0.00196844,10000
0.3,0.8,0.17,-0.45,0.13,0.206125,0.00200414,10000
0.3,0.8,0.17,-0.45,0.14,0.206052,0.00204693,10000
0.3,0.8,0.17,-0.45,0.15,0.206153,0.002099,10000
0.3,0.8,0.17,-0.45,0.16,0.206067,0.00213574,10000
0.3,0.8,0.17,-0.45,0.17,0.204416,0.00216286,10000
0.3,0.8,0.17,-0.45,0.18,0.207774,0.00224079,10000
0.3,0.8,0.17,-0.45,0.19,0.20672,0.00228392,10000
0.3,0.8,0.17,-0.45,0.2,0.207445,0.00237334,10000
0.3,0.8,0.18,-0.34,0.1,0.201264,0.00163939,10000
0.3,0.8,0.18,-0.34,0.12,0.20287,0.00172865,10000
0.3,0.8,0.18,-0.34,0.13,0.20375,0.00177172,10000
0.3,0.8,0.18,-0.34,0.14,0.202396,0.00183056,10000
0.3,0.8,0.18,-0.34,0.15,0.204436,0.00189814,10000
0.3,0.8,0.18,-0.34,0.16,0.203029,0.00196054,10000
0.3,0.8,0.18,-0.34,0.17,0.204591,0.00200757,10000
0.3,0.8,0.18,-0.34,0.18,0.202948,0.00209561,10000
0.3,0.8,0.18,-0.34,0.19,0.204905,0.00215653,10000
0.3,0.8,0.18,-0.34,0.2,0.20647,0.00221957,10000
0.3,0.8,0.18,-0.3,0.1,0.201013,0.00155594,10000
0.3,0.8,0.18,-0.3,0.12,0.200734,0.00165256,10000
0.3,0.8,0.18,-0.3,0.13,0.20216,0.00170804,10000
0.3,0.8,0.18,-0.3,0.14,0.202552,0.00177161,10000
0.3,0.8,0.18,-0.3,0.15,0.204232,0.00182352,10000
0.3,0.8,0.18,-0.3,0.16,0.204231,0.00188157,10000
0.3,0.8,0.18,-0.3,0.17,0.205278,0.00193525,10000
0.3,0.8,0.18,-0.3,0.18,0.203459,0.00202281,10000
0.3,0.8,0.18,-0.3,0.19,0.204325,0.00209601,10000
0.3,0.8,0.18,-0.3,0.2,0.203445,0.00215999,10000
0.3,0.8,0.18,-0.27,0.1,0.201404,0.00146824,10000
0.3,0.8,0.18,-0.27,0.12,0.201846,0.00157959,10000
0.3,0.8,0.18,-0.27,0.13,0.202375,0.00164841,10000
0.3,0.8,0.18,-0.27,0.14,0.202739,0.00172005,10000
0.3,0.8,0.18,-0.27,0.15,0.202782,0.00175389,10000
0.3,0.8,0.18,-0.27,0.16,0.20139,0.00184606,10000
0.3,0.8,0.18,-0.27,0.17,0.205536,0.00190915,10000
0.3,0.8,0.18,-0.27,0.18,0.202254,0.00198515,10000
0.3,0.8,0.18,-0.27,0.19,0.203771,0.0020536,10000
0.3,0.8,0.18,-0.27,0.2,0.206165,0.00211352,10000
0.3,0.8,0.18,-0.24,0.1,0.201497,0.00140552,10000
0.3,0.8,0.18,-0.24,0.12,0.19994,0.00154312,10000
0.3,0.8,0.18,-0.24,0.13,0.200972,0.00158771,10000
0.3,0.8,0.18,-0.24,0.14,0.201424,0.00167083,10000
0.3,0.8,0.18,-0.24,0.15,0.202337,0.00174412,10000
0.3,0.8,0.18,-0.24,0.16,0.20193,0.00182144,10000
0.3,0.8,0.18,-0.24,0.17,0.200813,0.00186642,10000
0.3,0.8,0.18,-0.24,0.18,0.203945,0.00194818,10000
0.3,0.8,0.18,-0.24,0.19,0.203991,0.00202633,10000
0.3,0.8,0.18,-0.24,0.2,0.204243,0.00211294,10000
0.3,0.8,0.18,-0.21,0.1,0.200677,0.00134964,10000
0.3,0.8,0.18,-0.21,0.12,0.20115,0.00148373,10000
0.3,0.8,0.18,-0.21,0.13,0.201109,0.00155494,10000
0.3,0.8,0.18,-0.21,0.14,0.20028,0.00160678,10000
0.3,0.8,0.18,-0.21,0.15,0.202717,0.00169705,10000
0.3,0.8,0.18,-0.21,0.16,0.203847,0.00175615,10000
0.3,0.8,0.18,-0.21,0.17,0.203133,0.00185216,10000
0.3,0.8,0.18,-0.21,0.18,0.202896,0.00193026,10000
0.3,0.8,0.18,-0.21,0.19,0.202877,0.00198323,10000
0.3,0.8,0.18,-0.21,0.2,0.205694,0.00206239,10000
0.3,0.8,0.18,-0.25,0.1,0.201329,0.00140854,10000
0.3,0.8,0.18,-0.25,0.12,0.201437,0.00154638,10000
0.3,0.8,0.18,-0.25,0.13,0.202548,0.00160372,10000
0.3,0.8,0.18,-0.25,0.14,0.202173,0.00169202,10000
0.3,0.8,0.18,-0.25,0.15,0.202358,0.00173525,10000
0.3,0.8,0.18,-0.25,0.16,0.200578,0.00184542,10000
0.3,0.8,0.18,-0.25,0.17,0.20261,0.00188288,10000
0.3,0.8,0.18,-0.25,0.18,0.203777,0.00196442,10000
0.3,0.8,0.18,-0.25,0.19,0.205446,0.00205998,10000
0.3,0.8,0.18,-0.25,0.2,0.204982,0.00208858,10000
0.3,0.8,0.18,-0.26,0.1,0.200965,0.00144701,10000
0.3,0.8,0.18,-0.26,0.12,0.202603,0.00156538,10000
0.3,0.8,0.18,-0.26,0.13,0.202035,0.0016267,10000
0.3,0.8,0.18,-0.26,0.14,0.200912,0.00169429,10000
0.3,0.8,0.18,-0.26,0.15,0.202569,0.00176365,10000
0.3,0.8,0.18,-0.26,0.16,0.202003,0.00184431,10000
0.3,0.8,0.18,-0.26,0.17,0.203159,0.00187846,10000
0.3,0.8,0.18,-0.26,0.18,0.204313,0.00200379,10000
0.3,0.8,0.18,-0.26,0.19,0.203764,0.00203608,10000
0.3,0.8,0.18,-0.26,0.2,0.204094,0.00213189,10000
0.3,0.8,0.18,-0.35,0.1,0.201875,0.00165968,10000
0.3,0.8,0.18,-0.35,0.12,0.203996,0.00173304,10000
0.3,0.8,0.18,-0.35,0.13,0.204346,0.00181512,10000
0.3,0.8,0.18,-0.35,0.14,0.204047,0.00188204,10000
0.3,0.8,0.18,-0.35,0.15,0.202479,0.0019368,10000
0.3,0.8,0.18,-0.35,0.16,0.205158,0.0019754,10000
0.3,0.8,0.18,-0.35,0.17,0.204014,0.00204472,10000
0.3,0.8,0.18,-0.35,0.18,0.203365,0.00207689,10000
0.3,0.8,0.18,-0.35,0.19,0.204134,0.00214891,10000
0.3,0.8,0.18,-0.35,0.2,0.205209,0.00222826,10000
0.3,0.8,0.18,-0.4,0.1,0.202929,0.00178431,10000
0.3,0.8,0.18,-0.4,0.12,0.203616,0.00187599,10000
0.3,0.8,0.18,-0.4,0.13,0.204294,0.00191873,10000
0.3,0.8,0.18,-0.4,0.14,0.204721,0.00196965,10000
0.3,0.8,0.18,-0.4,0.15,0.205242,0.00201879,10000
0.3,0.8,0.18,-0.4,0.16,0.205388,0.0020608,10000
0.3,0.8,0.18,-0.4,0.17,0.206372,0.00211547,10000
0.3,0.8,0.18,-0.4,0.18,0.205879,0.0021729,10000
0.3,0.8,0.18,-0.4,0.19,0.206204,0.00223684,10000
0.3,0.8,0.18,-0.4,0.2,0.206446,0.00230912,10000
0.3,0.8,0.18,-0.45,0.1,0.204305,0.00191651,10000
0.3,0.8,0.18,-0.45,0.12,0.205823,0.00196802,10000
0.3,0.8,0.18,-0.45,0.13,0.20525,0.0020285,10000
0.3,0.8,0.18,-0.45,0.14,0.203254,0.00207133,10000
0.3,0.8,0.18,-0.45,0.15,0.206886,0.00210939,10000
